sport,slate_date,game_id,player_id,player,team,opponent,market,projection,projection_lower_80,projection_upper_80,residual_standard_deviation,model_name,validation_mae,batting_order,position,expected_plate_appearances,days_rest,source_file
MLB,2026-07-21,824085,642715,Willy Adames,San Francisco Giants,Kansas City Royals,hitter_total_bases,1.563,0.0,4.159,1.758,xgboost,1.3495,5.0,SS,4.2042,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,689414,Liam Hicks,Miami Marlins,Houston Astros,hitter_total_bases,1.562,0.0,4.157,1.758,xgboost,1.3495,5.0,DH,4.1067,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,502671,Paul Goldschmidt,New York Yankees,Pittsburgh Pirates,hitter_total_bases,1.562,0.0,4.158,1.758,xgboost,1.3495,3.0,1B,3.6818,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,683953,Travis Bazzana,Cleveland Guardians,Minnesota Twins,hitter_total_bases,1.562,0.0,4.158,1.758,xgboost,1.3495,6.0,2B,4.5496,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,700250,Ben Rice,New York Yankees,Pittsburgh Pirates,hitter_total_bases,1.559,0.0,4.154,1.758,xgboost,1.3495,2.0,DH,4.1147,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,686527,Dominic Canzone,Seattle Mariners,Cincinnati Reds,hitter_total_bases,1.557,0.0,4.153,1.758,xgboost,1.3495,3.0,DH,4.0409,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824005,666176,Jo Adell,Los Angeles Angels,St. Louis Cardinals,hitter_total_bases,1.545,0.0,4.141,1.758,xgboost,1.3495,6.0,RF,4.0,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,672695,Geraldo Perdomo,Arizona Diamondbacks,Athletics,hitter_total_bases,1.541,0.0,4.137,1.758,xgboost,1.3495,2.0,SS,4.27,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,702332,Caleb Durbin,Boston Red Sox,Baltimore Orioles,hitter_total_bases,1.54,0.0,4.136,1.758,xgboost,1.3495,5.0,3B,4.0948,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,691720,Kyle Karros,Colorado Rockies,Washington Nationals,hitter_total_bases,1.54,0.0,4.136,1.758,xgboost,1.3495,6.0,3B,3.9879,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,663538,Nico Hoerner,Chicago Cubs,Detroit Tigers,hitter_total_bases,1.533,0.0,4.129,1.758,xgboost,1.3495,6.0,2B,4.3239,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,621566,Matt Olson,Atlanta Braves,San Diego Padres,hitter_total_bases,1.531,0.0,4.127,1.758,xgboost,1.3495,3.0,1B,4.4968,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,676391,Ernie Clement,Toronto Blue Jays,Tampa Bay Rays,hitter_total_bases,1.529,0.0,4.125,1.758,xgboost,1.3495,3.0,2B,4.3862,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,641355,Cody Bellinger,New York Yankees,Pittsburgh Pirates,hitter_total_bases,1.525,0.0,4.121,1.758,xgboost,1.3495,4.0,LF,3.9531,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823437,681082,Bryson Stott,Philadelphia Phillies,Los Angeles Dodgers,hitter_total_bases,1.522,0.0,4.118,1.758,xgboost,1.3495,9.0,2B,3.8747,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,672515,Gabriel Moreno,Arizona Diamondbacks,Athletics,hitter_total_bases,1.521,0.0,4.117,1.758,xgboost,1.3495,3.0,C,4.19,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,805999,A.J. Ewing,New York Mets,Milwaukee Brewers,hitter_total_bases,1.514,0.0,4.11,1.758,xgboost,1.3495,1.0,LF,4.4702,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,663586,Austin Riley,Atlanta Braves,San Diego Padres,hitter_total_bases,1.505,0.0,4.101,1.758,xgboost,1.3495,4.0,3B,4.1101,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,680777,Ryan Jeffers,Minnesota Twins,Cleveland Guardians,hitter_total_bases,1.504,0.0,4.1,1.758,xgboost,1.3495,3.0,C,3.97,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,665487,Fernando Tatis Jr.,San Diego Padres,Atlanta Braves,hitter_total_bases,1.495,0.0,4.091,1.758,xgboost,1.3495,1.0,RF,4.4268,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,677649,Ezequiel Duran,Texas Rangers,Chicago White Sox,hitter_total_bases,1.494,0.0,4.09,1.758,xgboost,1.3495,6.0,SS,3.8173,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,803011,Sam Antonacci,Chicago White Sox,Texas Rangers,hitter_total_bases,1.483,0.0,4.079,1.758,xgboost,1.3495,1.0,LF,4.4352,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,696285,Jacob Young,Washington Nationals,Colorado Rockies,hitter_total_bases,1.479,0.0,4.075,1.758,xgboost,1.3495,9.0,CF,3.9487,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,645277,Ozzie Albies,Atlanta Braves,San Diego Padres,hitter_total_bases,1.477,0.0,4.073,1.758,xgboost,1.3495,2.0,2B,4.5867,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,663728,Cal Raleigh,Seattle Mariners,Cincinnati Reds,hitter_total_bases,1.46,0.0,4.056,1.758,xgboost,1.3495,4.0,C,4.3509,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,678662,Ezequiel Tovar,Colorado Rockies,Washington Nationals,hitter_total_bases,1.46,0.0,4.056,1.758,xgboost,1.3495,9.0,SS,3.3889,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,521692,Salvador Perez,Kansas City Royals,San Francisco Giants,hitter_total_bases,1.46,0.0,4.056,1.758,xgboost,1.3495,4.0,DH,4.2009,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,605170,Victor Caratini,Minnesota Twins,Cleveland Guardians,hitter_total_bases,1.46,0.0,4.056,1.758,xgboost,1.3495,6.0,1B,3.4662,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,650489,Willi Castro,Colorado Rockies,Washington Nationals,hitter_total_bases,1.46,0.0,4.056,1.758,xgboost,1.3495,4.0,2B,3.6214,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,691176,Jasson Domínguez,New York Yankees,Pittsburgh Pirates,hitter_total_bases,1.459,0.0,4.055,1.758,xgboost,1.3495,5.0,RF,3.95,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,596019,Francisco Lindor,New York Mets,Milwaukee Brewers,hitter_total_bases,1.456,0.0,4.052,1.758,xgboost,1.3495,4.0,SS,4.0945,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,699013,Esmerlyn Valdez,Pittsburgh Pirates,New York Yankees,hitter_total_bases,1.452,0.0,4.048,1.758,xgboost,1.3495,4.0,RF,4.2825,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,808982,Jung Hoo Lee,San Francisco Giants,Kansas City Royals,hitter_total_bases,1.452,0.0,4.048,1.758,xgboost,1.3495,6.0,RF,4.01,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,802415,Chandler Simpson,Tampa Bay Rays,Toronto Blue Jays,hitter_total_bases,1.45,0.0,4.046,1.758,xgboost,1.3495,6.0,LF,3.8657,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824005,687093,Vaughn Grissom,Los Angeles Angels,St. Louis Cardinals,hitter_total_bases,1.45,0.0,4.046,1.758,xgboost,1.3495,5.0,3B,4.0133,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,607043,Brandon Nimmo,Texas Rangers,Chicago White Sox,hitter_total_bases,1.447,0.0,4.043,1.758,xgboost,1.3495,4.0,RF,4.2232,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,575929,Willson Contreras,Boston Red Sox,Baltimore Orioles,hitter_total_bases,1.441,0.0,4.037,1.758,xgboost,1.3495,4.0,1B,3.9161,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,669003,Garrett Mitchell,Milwaukee Brewers,New York Mets,hitter_total_bases,1.44,0.0,4.036,1.758,xgboost,1.3495,5.0,CF,4.0867,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,543760,Marcus Semien,New York Mets,Milwaukee Brewers,hitter_total_bases,1.438,0.0,4.034,1.758,xgboost,1.3495,8.0,2B,4.1576,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,666182,Bo Bichette,New York Mets,Milwaukee Brewers,hitter_total_bases,1.437,0.0,4.033,1.758,xgboost,1.3495,3.0,3B,3.932,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,657041,Lane Thomas,Kansas City Royals,San Francisco Giants,hitter_total_bases,1.437,0.0,4.033,1.758,xgboost,1.3495,2.0,CF,4.0551,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,663968,Jake Mangum,Pittsburgh Pirates,New York Yankees,hitter_total_bases,1.436,0.0,4.032,1.758,xgboost,1.3495,1.0,LF,4.075,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,660688,Keibert Ruiz,Washington Nationals,Colorado Rockies,hitter_total_bases,1.432,0.0,4.027,1.758,xgboost,1.3495,7.0,C,3.165,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,676551,Brewer Hicklen,Atlanta Braves,San Diego Padres,hitter_total_bases,1.426,0.0,4.021,1.758,xgboost,1.3495,8.0,RF,4.3333,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,662139,Daulton Varsho,Toronto Blue Jays,Tampa Bay Rays,hitter_total_bases,1.426,0.0,4.022,1.758,xgboost,1.3495,5.0,CF,3.6802,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,608348,Carson Kelly,Chicago Cubs,Detroit Tigers,hitter_total_bases,1.424,0.0,4.019,1.758,xgboost,1.3495,4.0,C,3.6223,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,694192,Jackson Chourio,Milwaukee Brewers,New York Mets,hitter_total_bases,1.422,0.0,4.018,1.758,xgboost,1.3495,1.0,LF,4.5021,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,Tampa Bay Rays,hitter_total_bases,1.421,0.0,4.017,1.758,xgboost,1.3495,2.0,1B,4.2684,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,677587,Brayan Rocchio,Cleveland Guardians,Minnesota Twins,hitter_total_bases,1.409,0.0,4.004,1.758,xgboost,1.3495,2.0,SS,4.2573,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824005,663457,Lars Nootbaar,St. Louis Cardinals,Los Angeles Angels,hitter_total_bases,1.406,0.0,4.002,1.758,xgboost,1.3495,5.0,LF,3.9467,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,664770,Nathan Lukes,Toronto Blue Jays,Tampa Bay Rays,hitter_total_bases,1.399,0.0,3.995,1.758,xgboost,1.3495,1.0,RF,3.8808,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,703607,Henry Bolte,Athletics,Arizona Diamondbacks,hitter_total_bases,1.392,0.0,3.988,1.758,xgboost,1.3495,9.0,CF,3.4974,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,668670,Jake Rogers,Detroit Tigers,Chicago Cubs,hitter_total_bases,1.387,0.0,3.983,1.758,xgboost,1.3495,9.0,C,2.9038,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,679845,Nick Loftin,Kansas City Royals,San Francisco Giants,hitter_total_bases,1.387,0.0,3.983,1.758,xgboost,1.3495,8.0,3B,3.7284,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,664774,LaMonte Wade Jr.,Houston Astros,Miami Marlins,hitter_total_bases,1.383,0.0,3.979,1.758,xgboost,1.3495,5.0,LF,3.68,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,647304,Josh Naylor,Seattle Mariners,Cincinnati Reds,hitter_total_bases,1.375,0.0,3.971,1.758,xgboost,1.3495,5.0,1B,4.2217,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,807712,Luke Keaschall,Minnesota Twins,Cleveland Guardians,hitter_total_bases,1.372,0.0,3.968,1.758,xgboost,1.3495,8.0,RF,3.5887,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,664034,Ty France,San Diego Padres,Atlanta Braves,hitter_total_bases,1.371,0.0,3.967,1.758,xgboost,1.3495,4.0,1B,4.1576,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,608324,Alex Bregman,Chicago Cubs,Detroit Tigers,hitter_total_bases,1.365,0.0,3.96,1.758,xgboost,1.3495,3.0,3B,4.5963,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,686469,Vinnie Pasquantino,Kansas City Royals,San Francisco Giants,hitter_total_bases,1.362,0.0,3.958,1.758,xgboost,1.3495,5.0,1B,4.1848,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,686681,Michael Massey,Kansas City Royals,San Francisco Giants,hitter_total_bases,1.361,0.0,3.956,1.758,xgboost,1.3495,7.0,2B,3.522,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,683734,Andrew Vaughn,Milwaukee Brewers,New York Mets,hitter_total_bases,1.36,0.0,3.956,1.758,xgboost,1.3495,4.0,1B,2.5407,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,663853,Romy Gonzalez,Boston Red Sox,Baltimore Orioles,hitter_total_bases,1.354,0.0,3.95,1.758,xgboost,1.3495,6.0,1B,3.7857,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,673357,Luis Robert Jr.,New York Mets,Milwaukee Brewers,hitter_total_bases,1.35,0.0,3.946,1.758,xgboost,1.3495,6.0,CF,4.016,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823437,592663,J.T. Realmuto,Philadelphia Phillies,Los Angeles Dodgers,hitter_total_bases,1.349,0.0,3.945,1.758,xgboost,1.3495,6.0,C,3.7656,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,805300,Jakob Marsee,Miami Marlins,Houston Astros,hitter_total_bases,1.349,0.0,3.945,1.758,xgboost,1.3495,7.0,CF,3.5747,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,669364,Xavier Edwards,Miami Marlins,Houston Astros,hitter_total_bases,1.349,0.0,3.945,1.758,xgboost,1.3495,4.0,2B,4.2336,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,596146,Max Kepler,Arizona Diamondbacks,Athletics,hitter_total_bases,1.334,0.0,3.93,1.758,xgboost,1.3495,4.0,LF,3.93,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,656555,Rhys Hoskins,Cleveland Guardians,Minnesota Twins,hitter_total_bases,1.329,0.0,3.925,1.758,xgboost,1.3495,4.0,1B,3.6237,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,657757,Gavin Sheets,San Diego Padres,Atlanta Braves,hitter_total_bases,1.324,0.0,3.92,1.758,xgboost,1.3495,7.0,LF,3.2885,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,702284,Cole Young,Seattle Mariners,Cincinnati Reds,hitter_total_bases,1.323,0.0,3.918,1.758,xgboost,1.3495,6.0,2B,3.8301,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,701678,Hao-Yu Lee,Detroit Tigers,Chicago Cubs,hitter_total_bases,1.317,0.0,3.913,1.758,xgboost,1.3495,3.0,3B,3.2493,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,656775,Cedric Mullins,Tampa Bay Rays,Toronto Blue Jays,hitter_total_bases,1.316,0.0,3.912,1.758,xgboost,1.3495,4.0,CF,3.5521,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,676724,Jared Young,New York Mets,Milwaukee Brewers,hitter_total_bases,1.316,0.0,3.912,1.758,xgboost,1.3495,7.0,1B,3.1685,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,694249,Cole Carrigg,Colorado Rockies,Washington Nationals,hitter_total_bases,1.311,0.0,3.907,1.758,xgboost,1.3495,2.0,CF,3.3688,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,678218,Brandon Valenzuela,Toronto Blue Jays,Tampa Bay Rays,hitter_total_bases,1.302,0.0,3.898,1.758,xgboost,1.3495,7.0,C,3.2675,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,694374,Tim Tawa,Arizona Diamondbacks,Athletics,hitter_total_bases,1.298,0.0,3.894,1.758,xgboost,1.3495,7.0,1B,3.1663,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,663993,Nathaniel Lowe,Cincinnati Reds,Seattle Mariners,hitter_total_bases,1.295,0.0,3.891,1.758,xgboost,1.3495,5.0,DH,3.6617,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,676356,Jonny DeLuca,Tampa Bay Rays,Toronto Blue Jays,hitter_total_bases,1.275,0.0,3.871,1.758,xgboost,1.3495,5.0,RF,3.58,3.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824085,687551,Drew Gilbert,San Francisco Giants,Kansas City Royals,hitter_total_bases,1.27,0.0,3.866,1.758,xgboost,1.3495,8.0,CF,3.6672,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,666126,Carlos Cortes,Athletics,Arizona Diamondbacks,hitter_total_bases,1.25,0.0,3.845,1.758,xgboost,1.3495,4.0,P,2.9616,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824652,663837,Matt Vierling,Detroit Tigers,Chicago Cubs,hitter_total_bases,1.248,0.0,3.844,1.758,xgboost,1.3495,7.0,CF,3.0324,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,687401,Joey Ortiz,Milwaukee Brewers,New York Mets,hitter_total_bases,1.244,0.0,3.839,1.758,xgboost,1.3495,9.0,3B,3.5985,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,643217,Andrew Benintendi,Chicago White Sox,Texas Rangers,hitter_total_bases,1.228,0.0,3.824,1.758,xgboost,1.3495,5.0,DH,3.412,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,691594,Javier Sanoja,Miami Marlins,Houston Astros,hitter_total_bases,1.216,0.0,3.812,1.758,xgboost,1.3495,8.0,3B,3.5441,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,681715,Heriberto Hernández,Miami Marlins,Houston Astros,hitter_total_bases,1.212,0.0,3.808,1.758,xgboost,1.3495,3.0,LF,4.063,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,545121,Ildemaro Vargas,Arizona Diamondbacks,Athletics,hitter_total_bases,1.209,0.0,3.805,1.758,xgboost,1.3495,5.0,2B,2.9463,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,687637,Dylan Beavers,Baltimore Orioles,Boston Red Sox,hitter_total_bases,1.205,0.0,3.801,1.758,xgboost,1.3495,4.0,LF,3.1609,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,670764,Taylor Walls,Tampa Bay Rays,Toronto Blue Jays,hitter_total_bases,1.201,0.0,3.797,1.758,xgboost,1.3495,8.0,SS,3.0925,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,670042,Luke Raley,Seattle Mariners,Cincinnati Reds,hitter_total_bases,1.2,0.0,3.796,1.758,xgboost,1.3495,7.0,RF,2.8856,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,810938,Ben Williamson,Tampa Bay Rays,Toronto Blue Jays,hitter_total_bases,1.198,0.0,3.794,1.758,xgboost,1.3495,7.0,2B,3.5171,3.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823437,624641,Edmundo Sosa,Philadelphia Phillies,Los Angeles Dodgers,hitter_total_bases,1.195,0.0,3.791,1.758,xgboost,1.3495,5.0,LF,3.3985,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,669134,Luis Campusano,San Diego Padres,Atlanta Braves,hitter_total_bases,1.193,0.0,3.789,1.758,xgboost,1.3495,6.0,C,2.7469,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,680779,Henry Davis,Pittsburgh Pirates,New York Yankees,hitter_total_bases,1.191,0.0,3.786,1.758,xgboost,1.3495,9.0,C,3.4723,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,596142,Gary Sánchez,Milwaukee Brewers,New York Mets,hitter_total_bases,1.189,0.0,3.785,1.758,xgboost,1.3495,6.0,C,3.6382,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824895,630105,Jake Cronenworth,San Diego Padres,Atlanta Braves,hitter_total_bases,1.188,0.0,3.784,1.758,xgboost,1.3495,2.0,2B,3.7902,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,694378,Jacob Gonzalez,Pittsburgh Pirates,New York Yankees,hitter_total_bases,1.184,0.0,3.779,1.758,xgboost,1.3495,8.0,1B,2.5429,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822787,665926,Andrés Giménez,Toronto Blue Jays,Tampa Bay Rays,hitter_total_bases,1.181,0.0,3.777,1.758,xgboost,1.3495,8.0,SS,3.1551,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,624431,Jose Trevino,Cincinnati Reds,Seattle Mariners,hitter_total_bases,1.18,0.0,3.776,1.758,xgboost,1.3495,7.0,C,3.5935,3.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,680776,Jarren Duran,Boston Red Sox,Baltimore Orioles,hitter_total_bases,1.177,0.0,3.773,1.758,xgboost,1.3495,7.0,LF,3.8987,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824005,691026,Masyn Winn,St. Louis Cardinals,Los Angeles Angels,hitter_total_bases,1.175,0.0,3.771,1.758,xgboost,1.3495,6.0,SS,3.8398,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,676609,José Caballero,New York Yankees,Pittsburgh Pirates,hitter_total_bases,1.171,0.0,3.767,1.758,xgboost,1.3495,9.0,DH,3.5009,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,641857,Ryan McMahon,New York Yankees,Pittsburgh Pirates,hitter_total_bases,1.171,0.0,3.767,1.758,xgboost,1.3495,8.0,3B,2.6927,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824005,701675,Nathan Church,St. Louis Cardinals,Los Angeles Angels,hitter_total_bases,1.168,0.0,3.764,1.758,xgboost,1.3495,7.0,CF,3.1017,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,671732,Lawrence Butler,Athletics,Arizona Diamondbacks,hitter_total_bases,1.165,0.0,3.76,1.758,xgboost,1.3495,7.0,RF,3.3439,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,683083,Nasim Nuñez,Washington Nationals,Colorado Rockies,hitter_total_bases,1.163,0.0,3.759,1.758,xgboost,1.3495,8.0,2B,3.4125,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,828599,Lucas Spence,Houston Astros,Miami Marlins,hitter_total_bases,1.158,0.0,3.754,1.758,xgboost,1.3495,8.0,CF,4.0,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824735,641933,Tyler O'Neill,Baltimore Orioles,Boston Red Sox,hitter_total_bases,1.156,0.0,3.752,1.758,xgboost,1.3495,5.0,RF,2.6767,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,825056,814439,Ryan Waldschmidt,Arizona Diamondbacks,Athletics,hitter_total_bases,1.146,0.0,3.741,1.758,xgboost,1.3495,9.0,LF,3.5716,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,677588,José Tena,Washington Nationals,Colorado Rockies,hitter_total_bases,1.139,0.0,3.735,1.758,xgboost,1.3495,3.0,DH,2.3589,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824005,691458,Blaze Jordan,St. Louis Cardinals,Los Angeles Angels,hitter_total_bases,1.135,0.0,3.731,1.758,xgboost,1.3495,8.0,3B,3.03,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823114,670770,TJ Friedl,Cincinnati Reds,Seattle Mariners,hitter_total_bases,1.135,0.0,3.731,1.758,xgboost,1.3495,8.0,CF,3.1879,2.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824005,681351,Logan O'Hoppe,Los Angeles Angels,St. Louis Cardinals,hitter_total_bases,1.126,0.0,3.722,1.758,xgboost,1.3495,9.0,C,3.2689,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,680757,Steven Kwan,Cleveland Guardians,Minnesota Twins,hitter_total_bases,1.121,0.0,3.717,1.758,xgboost,1.3495,1.0,LF,3.7435,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824329,687859,Troy Johnston,Colorado Rockies,Washington Nationals,hitter_total_bases,1.11,0.0,3.706,1.758,xgboost,1.3495,8.0,RF,3.3509,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823519,665862,Jazz Chisholm Jr.,New York Yankees,Pittsburgh Pirates,hitter_total_bases,1.099,0.0,3.695,1.758,xgboost,1.3495,6.0,2B,3.8595,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824409,595978,Austin Hedges,Cleveland Guardians,Minnesota Twins,hitter_total_bases,1.098,0.0,3.694,1.758,xgboost,1.3495,8.0,C,2.6225,3.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,824165,543877,Christian Vázquez,Houston Astros,Miami Marlins,hitter_total_bases,1.092,0.0,3.688,1.758,xgboost,1.3495,9.0,C,3.1361,4.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,822871,691011,Drew Romo,Chicago White Sox,Texas Rangers,hitter_total_bases,1.091,0.0,3.686,1.758,xgboost,1.3495,9.0,C,3.2165,1.0,outputs/hitters/today_hitter_projections.csv
MLB,2026-07-21,823760,620443,Luis Torrens,New York Mets,Milwaukee Brewers,hitter_total_bases,1.087,0.0,3.683,1.758,xgboost,1.3495,9.0,C,3.46,2.0,outputs/hitters/today_hitter_projections.csv
