feature,importance,importance_rank
last20_doubles_median,0.0,423
opponent_pitcher_season_avg_home_runs_per_9,0.0,424
last10_runs_median,0.0,425
last10_runs_max,0.0,426
is_short_rest,0.0,427
last10_hit_by_pitch_avg,0.0,428
last10_fantasy_score_std,0.0,429
last10_fantasy_score_per_pa,0.0,430
last10_fantasy_score_min,0.0,431
last10_total_bases_median,0.0,432
season_triples_per_pa,0.0,433
last10_plate_appearances_max,0.0,434
last10_home_runs_std,0.0,435
last10_hits_max,0.0,436
trend_last5_vs_last20_fantasy_score,0.0,437
last3_doubles_min,0.0,438
last3_doubles_median,0.0,439
last3_doubles_max,0.0,440
season_walks_per_pa,0.0,441
last5_hits_median,0.0,442
last5_hits_max,0.0,443
last5_hits_avg,0.0,444
last5_hit_by_pitch_std,0.0,445
last5_hit_by_pitch_min,0.0,446
last5_hit_by_pitch_median,0.0,447
last5_hit_by_pitch_max,0.0,448
last5_fantasy_score_per_pa,0.0,449
is_back_to_back,0.0,450
last5_doubles_per_pa,0.0,451
last5_home_runs_std,0.0,452
last5_home_runs_min,0.0,453
last5_home_runs_median,0.0,454
last5_home_runs_max,0.0,455
last10_fantasy_score_coefficient_variation,0.0,456
last10_doubles_std,0.0,457
last20_triples_avg,0.0,458
last5_fantasy_score_min,0.0,459
previous_game_walks,0.0,460
previous_game_triples,0.0,461
last3_hit_by_pitch_median,0.0,462
last3_hit_by_pitch_max,0.0,463
last3_hit_by_pitch_avg,0.0,464
last3_fantasy_score_per_pa,0.0,465
last3_fantasy_score_max,0.0,466
last3_fantasy_score_avg,0.0,467
previous_game_strikeouts,0.0,468
last3_doubles_per_pa,0.0,469
last3_hits_avg,0.0,470
last10_triples_median,0.0,471
last10_triples_max,0.0,472
last10_triples_avg,0.0,473
last10_total_bases_per_pa,0.0,474
last10_total_bases_min,0.0,475
last3_runs_avg,0.0,476
last3_doubles_std,0.0,477
last10_runs_coefficient_variation,0.0,478
last10_rbi_min,0.0,479
last10_rbi_median,0.0,480
last10_rbi_max,0.0,481
last10_rbi_avg,0.0,482
last10_plate_appearances_min,0.0,483
season_std_at_bats,0.0,484
last10_strikeouts_median,0.0,485
season_avg_rbi,0.0,486
last10_stolen_bases_std,0.0,487
last10_home_runs_min,0.0,488
last10_home_runs_max,0.0,489
last10_stolen_bases_avg,0.0,490
last10_singles_min,0.0,491
last10_singles_median,0.0,492
last10_singles_max,0.0,493
last10_singles_avg,0.0,494
last10_strikeouts_max,0.0,495
last5_rbi_median,0.0,496
last5_rbi_max,0.0,497
last5_plate_appearances_avg,0.0,498
last5_stolen_bases_avg,0.0,499
last20_rbi_min,0.0,500
last20_rbi_max,0.0,501
last20_plate_appearances_min,0.0,502
last3_rbi_min,0.0,503
last5_hits_runs_rbis_min,0.0,504
last5_hits_runs_rbis_median,0.0,505
last5_hits_runs_rbis_max,0.0,506
last3_total_bases_min,0.0,507
last3_total_bases_median,0.0,508
last5_doubles_min,0.0,509
last5_doubles_median,0.0,510
last20_singles_per_pa,0.0,511
last20_plate_appearances_max,0.0,512
last5_at_bats_min,0.0,513
last5_at_bats_median,0.0,514
last5_at_bats_max,0.0,515
last3_walks_min,0.0,516
last3_walks_median,0.0,517
last3_walks_max,0.0,518
last3_walks_avg,0.0,519
last3_triples_std,0.0,520
last5_rbi_min,0.0,521
last3_triples_median,0.0,522
last20_runs_coefficient_variation,0.0,523
last5_runs_std,0.0,524
last5_runs_min,0.0,525
last5_runs_median,0.0,526
last5_runs_max,0.0,527
last5_runs_coefficient_variation,0.0,528
last5_rbi_std,0.0,529
last3_triples_per_ab,0.0,530
last20_triples_std,0.0,531
last20_triples_per_ab,0.0,532
last10_doubles_per_pa,0.0,533
last10_hit_by_pitch_median,0.0,534
last5_doubles_max,0.0,535
last20_triples_median,0.0,536
last20_triples_max,0.0,537
last20_singles_min,0.0,538
last10_home_runs_avg,0.0,539
last10_hits_median,0.0,540
last10_hits_min,0.0,541
